#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"Rotavirus A RVA/Human-wt/JPN/MI1132/2016/G2P[4]","Viruses;Other;Reoviridae","","","GCA_002641595.1","Complete",0.018511,32.6445," 1:LC228370.1;  2:LC228371.1;  3:LC228372.1;  4:LC228373.1;  6:LC228374.1;  9:LC228375.1;  5:LC228376.1;  8:LC228377.1;  7:LC228378.1;  10:LC228379.1;  11:LC228380.1","human,vertebrates",11,,"2017-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/641/595/GCA_002641595.1_ASM264159v1",," 1:LC228370.1;  2:LC228371.1;  3:LC228372.1;  4:LC228373.1;  6:LC228374.1;  9:LC228375.1;  5:LC228376.1;  8:LC228377.1;  7:LC228378.1;  10:LC228379.1;  11:LC228380.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642475.1","Complete",0.018204,32.0005," 9:LC105467.1;  4:LC105468.1;  6:LC105469.1;  1:LC105470.1;  2:LC105471.1;  3:LC105472.1;  5:LC105473.1;  8:LC105474.1;  7:LC105475.1;  10:LC105476.1;  11:LC105477.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/475/GCA_002642475.1_ASM264247v1",," 9:LC105467.1;  4:LC105468.1;  6:LC105469.1;  1:LC105470.1;  2:LC105471.1;  3:LC105472.1;  5:LC105473.1;  8:LC105474.1;  7:LC105475.1;  10:LC105476.1;  11:LC105477.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078215.1","Complete",0.001767,48.6,"HQ202970.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/215/GCA_004078215.1_ASM407821v1",,"HQ202970.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078235.1","Complete",0.001767,48.4,"HQ202969.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/235/GCA_004078235.1_ASM407823v1",,"HQ202969.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002646315.1","Complete",0.018508,32.4601," 1:LC086769.1;  2:LC086770.1;  3:LC086771.1;  4:LC086772.1;  6:LC086773.1;  9:LC086774.1;  5:LC086775.1;  8:LC086776.1;  7:LC086777.1;  10:LC086778.1;  11:LC086779.1","human,vertebrates",11,,"2015-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/315/GCA_002646315.1_ASM264631v1",," 1:LC086769.1;  2:LC086770.1;  3:LC086771.1;  4:LC086772.1;  6:LC086773.1;  9:LC086774.1;  5:LC086775.1;  8:LC086776.1;  7:LC086777.1;  10:LC086778.1;  11:LC086779.1"
"Rotavirus A human/Bethesda/DC1563/1974/G3P[8]","Viruses;Other;Reoviridae","","","GCA_002663175.1","Complete",0.017619,31.648," 1:FJ947175.1;  2:FJ947176.1;  3:FJ947177.1;  4:FJ947178.1;  5:FJ947179.1;  6:FJ947180.1;  7:FJ947181.1;  8:FJ947182.1;  9:FJ947183.1;  10:FJ947184.1;  11:FJ947185.1","human,vertebrates",12,,"2009-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/663/175/GCA_002663175.1_ASM266317v1",," 1:FJ947175.1;  2:FJ947176.1;  3:FJ947177.1;  4:FJ947178.1;  5:FJ947179.1;  6:FJ947180.1;  7:FJ947181.1;  8:FJ947182.1;  9:FJ947183.1;  10:FJ947184.1;  11:FJ947185.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078255.1","Complete",0.001767,48.7,"HQ202968.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/255/GCA_004078255.1_ASM407825v1",,"HQ202968.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078275.1","Complete",0.001767,48.6,"HQ202967.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/275/GCA_004078275.1_ASM407827v1",,"HQ202967.1"
"Rotavirus A RVA/Human-wt/JPN/MI1125/2016/G3P[8]","Viruses;Other;Reoviridae","","","GCA_002641555.1","Complete",0.018432,32.3761," 1:LC228326.1;  2:LC228327.1;  3:LC228328.1;  4:LC228329.1;  6:LC228330.1;  9:LC228331.1;  5:LC228332.1;  8:LC228333.1;  7:LC228334.1;  10:LC228335.1;  11:LC228336.1","human,vertebrates",11,,"2017-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/641/555/GCA_002641555.1_ASM264155v1",," 1:LC228326.1;  2:LC228327.1;  3:LC228328.1;  4:LC228329.1;  6:LC228330.1;  9:LC228331.1;  5:LC228332.1;  8:LC228333.1;  7:LC228334.1;  10:LC228335.1;  11:LC228336.1"
"Rotavirus A human/Bethesda/DC1505/1976/G3P[8]","Viruses;Other;Reoviridae","","","GCA_002663155.1","Complete",0.018037,31.8891," 1:FJ947351.1;  2:FJ947352.1;  3:FJ947353.1;  4:FJ947354.1;  5:FJ947355.1;  6:FJ947356.1;  7:FJ947357.1;  8:FJ947358.1;  9:FJ947359.1;  10:FJ947360.1;  11:FJ947361.1","human,vertebrates",12,,"2009-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/663/155/GCA_002663155.1_ASM266315v1",," 1:FJ947351.1;  2:FJ947352.1;  3:FJ947353.1;  4:FJ947354.1;  5:FJ947355.1;  6:FJ947356.1;  7:FJ947357.1;  8:FJ947358.1;  9:FJ947359.1;  10:FJ947360.1;  11:FJ947361.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078295.1","Complete",0.001767,48.5,"HQ202966.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/295/GCA_004078295.1_ASM407829v1",,"HQ202966.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078315.1","Complete",0.001767,48.5,"HQ202965.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/315/GCA_004078315.1_ASM407831v1",,"HQ202965.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642335.1","Complete",0.018293,32.2977," 9:LC105423.1;  4:LC105424.1;  6:LC105425.1;  1:LC105426.1;  2:LC105427.1;  3:LC105428.1;  5:LC105429.1;  8:LC105430.1;  7:LC105431.1;  10:LC105432.1;  11:LC105433.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/335/GCA_002642335.1_ASM264233v1",," 9:LC105423.1;  4:LC105424.1;  6:LC105425.1;  1:LC105426.1;  2:LC105427.1;  3:LC105428.1;  5:LC105429.1;  8:LC105430.1;  7:LC105431.1;  10:LC105432.1;  11:LC105433.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002646715.1","Complete",0.018511,32.6399," 1:LC086791.1;  2:LC086792.1;  3:LC086793.1;  4:LC086794.1;  6:LC086795.1;  9:LC086796.1;  5:LC086797.1;  8:LC086798.1;  7:LC086799.1;  10:LC086800.1;  11:LC086801.1","human,vertebrates",11,,"2015-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/646/715/GCA_002646715.1_ASM264671v1",," 1:LC086791.1;  2:LC086792.1;  3:LC086793.1;  4:LC086794.1;  6:LC086795.1;  9:LC086796.1;  5:LC086797.1;  8:LC086798.1;  7:LC086799.1;  10:LC086800.1;  11:LC086801.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078335.1","Complete",0.001767,49.2,"HQ202964.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/335/GCA_004078335.1_ASM407833v1",,"HQ202964.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078355.1","Complete",0.001767,48.4,"HQ202963.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/355/GCA_004078355.1_ASM407835v1",,"HQ202963.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002677395.1","Complete",0.018078,32.3241," 9:KJ638625.1;  6:KJ721700.1;  3:KJ721711.1;  1:KJ721722.1;  11:KJ721733.1;  10:KJ721750.1;  7:KJ721755.1;  8:KJ721766.1;  5:KJ721778.1;  2:KJ940061.1;  4:KJ940071.1","human,vertebrates",11,,"2014-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/677/395/GCA_002677395.1_ASM267739v1",," 9:KJ638625.1;  6:KJ721700.1;  3:KJ721711.1;  1:KJ721722.1;  11:KJ721733.1;  10:KJ721750.1;  7:KJ721755.1;  8:KJ721766.1;  5:KJ721778.1;  2:KJ940061.1;  4:KJ940071.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002677435.1","Complete",0.018068,32.3085," 9:KJ638648.1;  6:KJ721697.1;  3:KJ721707.1;  1:KJ721718.1;  11:KJ721729.1;  10:KJ721740.1;  7:KJ721751.1;  8:KJ721762.1;  5:KJ721775.1;  2:KJ940063.1;  4:KJ940074.1","human,vertebrates",11,,"2014-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/677/435/GCA_002677435.1_ASM267743v1",," 9:KJ638648.1;  6:KJ721697.1;  3:KJ721707.1;  1:KJ721718.1;  11:KJ721729.1;  10:KJ721740.1;  7:KJ721751.1;  8:KJ721762.1;  5:KJ721775.1;  2:KJ940063.1;  4:KJ940074.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078375.1","Complete",0.001767,48.5,"HQ202962.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/375/GCA_004078375.1_ASM407837v1",,"HQ202962.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078395.1","Complete",0.001767,48.6,"HQ202961.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/395/GCA_004078395.1_ASM407839v1",,"HQ202961.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002678075.1","Complete",0.018115,32.0874," 9:KJ638652.1;  6:KJ721696.1;  3:KJ721708.1;  1:KJ721719.1;  11:KJ721730.1;  10:KJ721741.1;  7:KJ721752.1;  8:KJ721763.1;  5:KJ721773.1;  2:KJ940064.1;  4:KJ940075.1","human,vertebrates",11,,"2014-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/678/075/GCA_002678075.1_ASM267807v1",," 9:KJ638652.1;  6:KJ721696.1;  3:KJ721708.1;  1:KJ721719.1;  11:KJ721730.1;  10:KJ721741.1;  7:KJ721752.1;  8:KJ721763.1;  5:KJ721773.1;  2:KJ940064.1;  4:KJ940075.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002669715.1","Complete",0.018408,32.3955," 1:LC019052.1;  2:LC019053.1;  3:LC019054.1;  4:LC019055.1;  6:LC019056.1;  9:LC019057.1;  5:LC019058.1;  8:LC019059.1;  7:LC019060.1;  10:LC019061.1;  11:LC019062.1","human,vertebrates",11,,"2015-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/669/715/GCA_002669715.1_ASM266971v1",," 1:LC019052.1;  2:LC019053.1;  3:LC019054.1;  4:LC019055.1;  6:LC019056.1;  9:LC019057.1;  5:LC019058.1;  8:LC019059.1;  7:LC019060.1;  10:LC019061.1;  11:LC019062.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078415.1","Complete",0.001767,48.4,"HQ202960.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/415/GCA_004078415.1_ASM407841v1",,"HQ202960.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078435.1","Complete",0.001767,48.6,"HQ202959.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/435/GCA_004078435.1_ASM407843v1",,"HQ202959.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002641655.1","Complete",0.018198,31.9575," 9:LC105088.1;  4:LC105089.1;  6:LC105090.1;  1:LC105091.1;  2:LC105092.1;  3:LC105093.1;  5:LC105094.1;  8:LC105095.1;  7:LC105096.1;  10:LC105097.1;  11:LC105098.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/641/655/GCA_002641655.1_ASM264165v1",," 9:LC105088.1;  4:LC105089.1;  6:LC105090.1;  1:LC105091.1;  2:LC105092.1;  3:LC105093.1;  5:LC105094.1;  8:LC105095.1;  7:LC105096.1;  10:LC105097.1;  11:LC105098.1"
"Rotavirus A RVA/Cow-tc/JPN/KK3/1983/G10P[11]","Viruses;Other;Reoviridae","","","GCA_002667275.1","Complete",0.018375,35.5532," 1:LC133558.1;  2:LC133559.1;  3:LC133560.1;  4:LC133561.1;  6:LC133562.1;  9:LC133563.1;  5:LC133564.1;  8:LC133565.1;  7:LC133566.1;  10:LC133567.1;  11:LC133568.1","human,vertebrates",11,,"2016-07-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/667/275/GCA_002667275.1_ASM266727v1",," 1:LC133558.1;  2:LC133559.1;  3:LC133560.1;  4:LC133561.1;  6:LC133562.1;  9:LC133563.1;  5:LC133564.1;  8:LC133565.1;  7:LC133566.1;  10:LC133567.1;  11:LC133568.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078455.1","Complete",0.001767,48.7,"HQ202958.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/455/GCA_004078455.1_ASM407845v1",,"HQ202958.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078475.1","Complete",0.001767,48.6,"HQ202957.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/475/GCA_004078475.1_ASM407847v1",,"HQ202957.1"
"Rotavirus A RVA/Cow-tc/USA/B223/1983/G10P[11]","Viruses;Other;Reoviridae","","","GCA_002667435.1","Complete",0.018356,35.6968," 1:LC133547.1;  2:LC133548.1;  3:LC133549.1;  4:LC133550.1;  6:LC133551.1;  9:LC133552.1;  5:LC133553.1;  8:LC133554.1;  7:LC133555.1;  10:LC133556.1;  11:LC133557.1","human,vertebrates",11,,"2016-07-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/667/435/GCA_002667435.1_ASM266743v1",," 1:LC133547.1;  2:LC133548.1;  3:LC133549.1;  4:LC133550.1;  6:LC133551.1;  9:LC133552.1;  5:LC133553.1;  8:LC133554.1;  7:LC133555.1;  10:LC133556.1;  11:LC133557.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642115.1","Complete",0.018232,32.0956," 9:LC105292.1;  4:LC105293.1;  6:LC105294.1;  1:LC105295.1;  2:LC105296.1;  3:LC105297.1;  5:LC105298.1;  8:LC105299.1;  7:LC105300.1;  10:LC105301.1;  11:LC105302.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/115/GCA_002642115.1_ASM264211v1",," 9:LC105292.1;  4:LC105293.1;  6:LC105294.1;  1:LC105295.1;  2:LC105296.1;  3:LC105297.1;  5:LC105298.1;  8:LC105299.1;  7:LC105300.1;  10:LC105301.1;  11:LC105302.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078495.1","Complete",0.001767,48.6,"HQ202956.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/495/GCA_004078495.1_ASM407849v1",,"HQ202956.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078515.1","Complete",0.001767,48.8,"HQ202955.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/515/GCA_004078515.1_ASM407851v1",,"HQ202955.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642195.1","Complete",0.018218,32.0583," 9:LC105325.1;  4:LC105326.1;  6:LC105327.1;  1:LC105328.1;  2:LC105329.1;  3:LC105330.1;  5:LC105331.1;  8:LC105332.1;  7:LC105333.1;  10:LC105334.1;  11:LC105335.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/195/GCA_002642195.1_ASM264219v1",," 9:LC105325.1;  4:LC105326.1;  6:LC105327.1;  1:LC105328.1;  2:LC105329.1;  3:LC105330.1;  5:LC105331.1;  8:LC105332.1;  7:LC105333.1;  10:LC105334.1;  11:LC105335.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642275.1","Complete",0.018214,31.9421," 9:LC105369.1;  4:LC105370.1;  6:LC105371.1;  1:LC105372.1;  2:LC105373.1;  3:LC105374.1;  5:LC105375.1;  8:LC105376.1;  7:LC105377.1;  10:LC105378.1;  11:LC105379.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/275/GCA_002642275.1_ASM264227v1",," 9:LC105369.1;  4:LC105370.1;  6:LC105371.1;  1:LC105372.1;  2:LC105373.1;  3:LC105374.1;  5:LC105375.1;  8:LC105376.1;  7:LC105377.1;  10:LC105378.1;  11:LC105379.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078715.1","Complete",0.001767,48.8,"HQ202954.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/715/GCA_004078715.1_ASM407871v1",,"HQ202954.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078735.1","Complete",0.001767,48.4,"HQ202953.1","human,vertebrates",2,,"2012-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/735/GCA_004078735.1_ASM407873v1",,"HQ202953.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642515.1","Complete",0.018255,32.0256," 9:LC105489.1;  4:LC105490.1;  6:LC105491.1;  1:LC105492.1;  2:LC105493.1;  3:LC105494.1;  5:LC105495.1;  8:LC105496.1;  7:LC105497.1;  10:LC105498.1;  11:LC105499.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/515/GCA_002642515.1_ASM264251v1",," 9:LC105489.1;  4:LC105490.1;  6:LC105491.1;  1:LC105492.1;  2:LC105493.1;  3:LC105494.1;  5:LC105495.1;  8:LC105496.1;  7:LC105497.1;  10:LC105498.1;  11:LC105499.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002645495.1","Complete",0.018192,32.605," 1:GQ414540.1;  2:GQ414541.1;  3:GQ414542.1;  4:GQ414543.1;  6:GQ414544.1;  9:GQ414545.1;  5:GQ414546.1;  8:GQ414547.1;  7:GQ414548.1;  10:GQ414549.1;  11:GQ414550.1","human,vertebrates",12,,"2009-09-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/645/495/GCA_002645495.1_ASM264549v1",," 1:GQ414540.1;  2:GQ414541.1;  3:GQ414542.1;  4:GQ414543.1;  6:GQ414544.1;  9:GQ414545.1;  5:GQ414546.1;  8:GQ414547.1;  7:GQ414548.1;  10:GQ414549.1;  11:GQ414550.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078935.1","Complete",0.001767,48.8,"JX945577.1","human,vertebrates",2,,"2012-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/935/GCA_004078935.1_ASM407893v1",,"JX945577.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078955.1","Complete",0.001767,48.8,"JX945576.1","human,vertebrates",2,,"2012-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/955/GCA_004078955.1_ASM407895v1",,"JX945576.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002645275.1","Complete",0.018091,32.3064," 1:FJ747625.1;  2:FJ747626.1;  3:FJ747627.1;  4:FJ747628.1;  6:FJ747629.1;  9:FJ747630.1;  5:FJ747631.1;  8:FJ747632.1;  7:FJ747633.1;  10:FJ747634.1;  11:FJ747635.1","human,vertebrates",12,,"2009-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/645/275/GCA_002645275.1_ASM264527v1",," 1:FJ747625.1;  2:FJ747626.1;  3:FJ747627.1;  4:FJ747628.1;  6:FJ747629.1;  9:FJ747630.1;  5:FJ747631.1;  8:FJ747632.1;  7:FJ747633.1;  10:FJ747634.1;  11:FJ747635.1"
"Rotavirus A human/Vanderbilt/VU05-06-74/2005/G12P[8]","Viruses;Other;Reoviridae","","PRJNA260267","GCA_002664135.1","Complete",0.01809,31.9464," 1:JF790299.1;  8:JF790300.1;  11:JF790301.1;  10:JF790302.1;  7:JF790303.1;  6:JF790304.1;  3:JF790305.1;  2:JF790306.1;  9:JF790307.1;  5:JF790308.1;  4:JF790309.1","human,vertebrates",12,,"2011-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/664/135/GCA_002664135.1_ASM266413v1",," 1:JF790299.1;  8:JF790300.1;  11:JF790301.1;  10:JF790302.1;  7:JF790303.1;  6:JF790304.1;  3:JF790305.1;  2:JF790306.1;  9:JF790307.1;  5:JF790308.1;  4:JF790309.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078975.1","Complete",0.001767,48.6,"JX945575.1","human,vertebrates",2,,"2012-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/975/GCA_004078975.1_ASM407897v1",,"JX945575.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078995.1","Complete",0.001767,48.5,"JX912915.1","human,vertebrates",2,,"2012-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/995/GCA_004078995.1_ASM407899v1",,"JX912915.1"
"Equine rotavirus A","Viruses;Other;Reoviridae","","","GCA_002668035.1","Complete",0.018248,36.0767," 1:KC815658.1;  2:KC815659.1;  3:KC815660.1;  4:KC815661.1;  6:KC815662.1;  9:KC815663.1;  5:KC815664.1;  8:KC815665.1;  7:KC815666.1;  10:KC815667.1;  11:KC815668.1","human,vertebrates",11,,"2013-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/668/035/GCA_002668035.1_ASM266803v1",," 1:KC815658.1;  2:KC815659.1;  3:KC815660.1;  4:KC815661.1;  6:KC815662.1;  9:KC815663.1;  5:KC815664.1;  8:KC815665.1;  7:KC815666.1;  10:KC815667.1;  11:KC815668.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002681135.1","Complete",0.018415,35.3217," 1:JX946168.1;  2:JX946169.1;  3:JX946170.1;  4:JX946171.1;  6:JX946172.1;  9:JX946173.1;  5:JX946174.1;  8:JX946175.1;  7:JX946176.1;  10:JX946177.1;  11:JX946178.1","human,vertebrates",12,,"2013-03-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/681/135/GCA_002681135.1_ASM268113v1",," 1:JX946168.1;  2:JX946169.1;  3:JX946170.1;  4:JX946171.1;  6:JX946172.1;  9:JX946173.1;  5:JX946174.1;  8:JX946175.1;  7:JX946176.1;  10:JX946177.1;  11:JX946178.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004079015.1","Complete",0.001767,48.4,"JX912914.1","human,vertebrates",2,,"2012-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/079/015/GCA_004079015.1_ASM407901v1",,"JX912914.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004079575.1","Complete",0.001767,48.9,"JX534237.1","human,vertebrates",2,,"2012-10-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/079/575/GCA_004079575.1_ASM407957v1",,"JX534237.1"
"Human rotavirus A","Viruses;Other;Reoviridae","","","GCA_002642495.1","Complete",0.018228,32.0212," 9:LC105478.1;  4:LC105479.1;  6:LC105480.1;  1:LC105481.1;  2:LC105482.1;  3:LC105483.1;  5:LC105484.1;  8:LC105485.1;  7:LC105486.1;  10:LC105487.1;  11:LC105488.1","human,vertebrates",11,,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/642/495/GCA_002642495.1_ASM264249v1",," 9:LC105478.1;  4:LC105479.1;  6:LC105480.1;  1:LC105481.1;  2:LC105482.1;  3:LC105483.1;  5:LC105484.1;  8:LC105485.1;  7:LC105486.1;  10:LC105487.1;  11:LC105488.1"
"Rotavirus A human/Bethesda/DC140/1975/G3P[8]","Viruses;Other;Reoviridae","","","GCA_002663035.1","Complete",0.018018,32.2247," 1:FJ947738.1;  2:FJ947739.1;  3:FJ947740.1;  4:FJ947741.1;  5:FJ947742.1;  6:FJ947743.1;  7:FJ947744.1;  8:FJ947745.1;  9:FJ947746.1;  10:FJ947747.1;  11:FJ947748.1","human,vertebrates",12,,"2009-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/663/035/GCA_002663035.1_ASM266303v1",," 1:FJ947738.1;  2:FJ947739.1;  3:FJ947740.1;  4:FJ947741.1;  5:FJ947742.1;  6:FJ947743.1;  7:FJ947744.1;  8:FJ947745.1;  9:FJ947746.1;  10:FJ947747.1;  11:FJ947748.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004079595.1","Complete",0.001767,49,"JX534236.1","human,vertebrates",2,,"2012-10-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/079/595/GCA_004079595.1_ASM407959v1",,"JX534236.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004079615.1","Complete",0.001767,48.8,"JX506730.1","human,vertebrates",2,,"2012-10-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/079/615/GCA_004079615.1_ASM407961v1",,"JX506730.1"
